jruby,jruby-1.7.5,144,fps: 11.434140483625072,fps: 12.010176672560341,fps: 11.509989501264249,fps: 11.83655060332575,fps: 12.226602023580766
jruby,jruby-1.7.6,161,fps: 16.45338414947757,fps: 16.042777639656524,fps: 16.071430213597523,fps: 15.957449884531831,fps: 16.042777639656524
jruby,jruby-1.7.7,184,fps: 29.1760810071668,fps: 29.7634583697232,fps: 29.961235953094047,fps: 28.903898006674435,fps: 25.898041190106003
jruby,jruby-1.7.8,184,fps: 15.873018329219525,fps: 16.393449001855238,fps: 15.706807537522844,fps: 16.245490273036662,fps: 16.63586292118788
jruby,jruby-1.7.9,206,fps: 30.94351384521213,fps: 32.53728278825702,fps: 31.22482119267458,fps: 32.635046451667215,fps: 29.721465987445683
jruby,jruby-1.7.10,240,fps: 15.817229667160822,fps: 16.04278445765498,fps: 15.463917069663694,fps: 15.49053752939197,fps: 16.574586159340015
jruby,jruby-1.7.11,286,fps: 16.36363778232555,fps: 15.789468929049162,fps: 16.66666784404245,fps: 16.393441882542593,fps: 16.014233842793928
jruby,jruby-1.7.12,335,fps: 14.586707451564713,fps: 15.90106049934793,fps: 15.306120909834402,fps: 15.49053752939197,fps: 15.202702506778014
jruby,jruby-1.7.13,406,fps: 16.100178451396733,fps: 15.624994205106129,fps: 15.358362674552112,fps: 15.490531172711458,fps: 16.24548328165447
jruby,jruby-1.7.14,470,fps: 11.650384860050124,fps: 11.736058303498384,fps: 11.896818873360582,fps: 11.58419306536567,fps: 12.195539805080795
jruby,jruby-1.7.15,477,fps: 30.894905649264867,fps: 35.01716129270538,fps: 34.071837249030814,fps: 34.498092030807946,fps: 35.76948029243106
jruby,jruby-1.7.16.1,532,fps: 30.07058729826582,fps: 29.897819422617545,fps: 31.513836590996,fps: 29.976324590683397,fps: 29.236236361735507
jruby,jruby-1.7.16.2,573,fps: 15.437394260532233,fps: 15.873018329219525,fps: 16.15798458027213,fps: 15.625000672621889,fps: 15.817223039530973
jruby,jruby-1.7.17,574,fps: 15.789475533440719,fps: 16.100178451396733,fps: 16.333934788421946,fps: 16.51375915614709,fps: 16.12902972199031
jruby,jruby-1.7.18,587,fps: 16.791044357864497,fps: 16.12902972199031,fps: 15.597922906905588,fps: 16.513766380345555,fps: 15.817223039530973
jruby,jruby-9.0.0.0.pre1,616,fps: 11.48301081480659,fps: 11.917388345714159,fps: 11.920191345706813,fps: 11.905963304288095,fps: 11.85119622213106
jruby,jruby-1.7.19,626,fps: 15.280136169799368,fps: 15.332200404864878,fps: 15.845068241012605,fps: 15.57093240627841,fps: 15.789475533440719
jruby,jruby-9.0.0.0.pre2,714,fps: 35.82095142655994,fps: 36.48051862900858,fps: 35.45909142498853,fps: 35.44780931608554,fps: 33.38638392602599
jruby,jruby-1.7.20.1,757,fps: 16.1579914965455,fps: 15.517243420468484,fps: 15.817223039530973,fps: 16.605164357041904,fps: 15.625000672621889
jruby,jruby-9.0.0.0.rc1,757,fps: 28.501104124812578,fps: 29.33124277289141,fps: 29.70918687476082,fps: 30.12746711102469,fps: 30.967374422939756
jruby,jruby-1.7.21,784,fps: 15.845068241012605,fps: 16.574586159340015,fps: 16.071423371229102,fps: 16.04278445765498,fps: 17.110265415165596
jruby,jruby-9.0.0.0.rc2,786,fps: 29.420515971355623,fps: 28.284753349412807,fps: 31.467759291379707,fps: 31.19802973002703,fps: 28.696234779454628
jruby,jruby-9.0.0.0,798,fps: 30.047507016431982,fps: 28.912330203222457,fps: 31.718546581962343,fps: 30.109833348222836,fps: 31.081829159287025
jruby,jruby-1.7.22,828,fps: 29.071574363231388,fps: 28.522134456102563,fps: 28.831904496655824,fps: 30.17869042420386,fps: 30.707816186660338
jruby,jruby-9.0.1.0,841,fps: 12.085421678966467,fps: 11.41374907901741,fps: 11.233594752441542,fps: 11.883280879031565,fps: 11.263778626366843
jruby,jruby-9.0.3.0,890,fps: 31.436501081662566,fps: 29.787890062184154,fps: 30.207933274642834,fps: 30.52753203835575,fps: 31.129886968617623
jruby,jruby-9.0.4.0,912,fps: 21.314784991023316,fps: 22.76453177530667,fps: 22.47204106771865,fps: 22.88017551491126,fps: 21.94587826337134
jruby,jruby-1.7.23,924,fps: 15.57093240627841,fps: 15.51723704185108,fps: 15.652172615036955,fps: 15.706807537522844,fps: 15.789475533440719
jruby,jruby-1.7.24,981,fps: 15.332194177470303,fps: 15.761825209493152,fps: 15.597916461786511,fps: 16.15798458027213,fps: 15.789468929049162
jruby,jruby-9.0.5.0,987,fps: 13.40831899049393,fps: 13.996238875111816,fps: 13.943997482022784,fps: 13.655363689230356,fps: 13.754264380243345
jruby,jruby-1.7.25,1065,fps: 12.625130349584408,fps: 12.316910174185482,fps: 11.684008284311801,fps: 12.054154830702847,fps: 12.101734292788926
jruby,jruby-9.1.0.0,1084,fps: 28.050822576334852,fps: 31.673649691516214,fps: 30.362068904047533,fps: 28.61360311842815,fps: 29.217151469394796
jruby,jruby-9.1.1.0,1101,fps: 35.892457456338335,fps: 36.25860036677155,fps: 36.2314428201771,fps: 30.443085191096884,fps: 31.158708220587805
jruby,jruby-9.1.2.0,1108,fps: 15.817223039530973,fps: 16.483516368352337,fps: 16.36363068888207,fps: 16.45338414947757,fps: 16.393441882542593
jruby,jruby-1.7.26,1200,fps: 15.280136169799368,fps: 15.929208648394091,fps: 15.332200404864878,fps: 15.517243420468484,fps: 15.228424331762433
jruby,jruby-9.1.3.0,1203,fps: 28.469865093351487,fps: 29.247344906493314,fps: 28.03068367363135,fps: 30.226731531795,fps: 30.554557388148943
jruby,jruby-9.1.4.0,1206,fps: 30.539548209818612,fps: 30.55088750308474,fps: 30.412443524417643,fps: 29.79789973445101,fps: 30.879827526809475
jruby,jruby-9.1.5.0,1211,fps: 29.7392040239549,fps: 28.986064551096266,fps: 30.217768789188,fps: 30.320160478838634,fps: 30.04766944093769
jruby,jruby-9.1.6.0,1274,fps: 29.758774571216424,fps: 30.097351595556496,fps: 29.103521605783232,fps: 30.759562799542177,fps: 29.486754647670647
jruby,jruby-9.1.7.0,1338,fps: 16.82243470448566,fps: 16.513766380345555,fps: 16.071430213597523,fps: 16.574578881830494,fps: 17.142861813916294
jruby,jruby-9.1.8.0,1392,fps: 29.205602554418288,fps: 30.06033669471218,fps: 30.13109233812191,fps: 29.50007365420483,fps: 31.169445290732753
jruby,jruby-1.7.27,1457,
jruby,jruby-9.1.9.0,1462,fps: 30.638671059705086,fps: 30.269982503464497,fps: 26.985762950744796,fps: 30.348542267077395,fps: 30.799885862586336
jruby,jruby-9.1.10.0,1472,fps: 16.15798458027213,fps: 15.985791437511672,fps: 16.071423371229102,fps: 16.605164357041904,fps: 15.789468929049162
jruby,jruby-9.1.11.0,1492,fps: 19.381164577305395,fps: 20.79457666597334,fps: 18.941925709898506,fps: 19.913505122815117,fps: 18.71510549526756
jruby,jruby-9.1.12.0,1492,fps: 16.274865161999614,fps: 16.45338414947757,fps: 16.245490273036662,fps: 15.761818628212389,fps: 16.917291170895012
jruby,jruby-9.1.13.0,1576,fps: 22.038512929552077,fps: 22.093260913410262,fps: 21.83223150456677,fps: 21.44808136878653,fps: 21.52774316925147
