jruby,jruby-9.0.5.0,fps: 13.852043841073927,fps: 14.0302305580172,fps: 13.348782699075105,fps: 13.28839297327998,fps: 13.684229019081982
jruby,jruby-1.7.11,fps: 15.597916461786511,fps: 15.845074891998031,fps: 15.597922906905588,fps: 16.100178451396733,fps: 16.071430213597523
jruby,jruby-1.7.18,fps: 15.985791437511672,fps: 17.20841293915403,fps: 16.728628627519626,fps: 15.789475533440719,fps: 17.20841293915403
jruby,jruby-9.1.6.0,fps: 30.462045651504475,fps: 28.5911582055727,fps: 28.9576450504542,fps: 27.996951222870837,fps: 29.74867103466832
jruby,jruby-1.7.20.1,fps: 16.30434647399683,fps: 16.393441882542593,fps: 16.54412037335304,fps: 15.957449884531831,fps: 15.845068241012605
jruby,jruby-9.2.5.0,fps: 29.59134529688292,fps: 31.33305011704205,fps: 33.5740345439692,fps: 27.72935427649167,fps: 34.96443186936632
jruby,jruby-1.7.26,fps: 15.151518654451927,fps: 15.12604969284075,fps: 15.384614381407754,fps: 15.67943922632772,fps: 13.97515412056871
jruby,jruby-1.7.17,fps: 15.87301165475485,fps: 16.453376978012756,fps: 16.100178451396733,fps: 15.625000672621889,fps: 16.100178451396733
jruby,jruby-9.2.1.0-dev,fps: 30.264735935991673,fps: 35.817832502595905,fps: 36.15269523172958,fps: 36.148143069217184,fps: 35.140669912777774
jruby,jruby-9.2.0.0-dev,fps: 30.743059337050457,fps: 31.037471126059554,fps: 32.2675495491613,fps: 32.58823930410813,fps: 30.97234390928546
jruby,jruby-1.7.21,fps: 17.175574832276602,fps: 16.014233842793928,fps: 16.071430213597523,fps: 17.475732685945708,fps: 16.15798458027213
jruby,jruby-1.7.8,fps: 16.981132992139834,fps: 15.761818628212389,fps: 16.12902972199031,fps: 16.483516368352337,fps: 15.789475533440719
jruby,jruby-9.1.4.0,fps: 29.931939751643977,fps: 29.68734339355908,fps: 31.943342908677046,fps: 30.56290068540675,fps: 30.94390676178551
jruby,jruby-9.2.4.0,fps: 34.83565635474241,fps: 35.36572072657098,fps: 28.170529668234032,fps: 36.13156515806651,fps: 35.13065278228473
jruby,jruby-9.1.5.0,fps: 30.557123781451796,fps: 27.913137283241426,fps: 29.78852905100156,fps: 29.91329123210799,fps: 29.0752804774437
jruby,jruby-1.7.24,fps: 15.597916461786511,fps: 15.463917069663694,fps: 15.280136169799368,fps: 15.597922906905588,fps: 14.539575353150186
jruby,jruby-1.7.16.2,fps: 15.87301165475485,fps: 15.929201926590714,fps: 15.98578466786991,fps: 15.90106049934793,fps: 15.817223039530973
jruby,jruby-9.1.0.0,fps: 29.869786047155465,fps: 30.353505334568084,fps: 30.433508896480348,fps: 29.388805131106853,fps: 29.553070789503757
jruby,jruby-1.7.6,fps: 16.042777639656524,fps: 16.605171661434944,fps: 16.187050526300442,fps: 16.574586159340015,fps: 16.21621426567731
jruby,jruby-1.7.13,fps: 16.15798458027213,fps: 16.014233842793928,fps: 16.274865161999614,fps: 16.24548328165447,fps: 16.12902972199031
jruby,jruby-1.7.23,fps: 14.586713088100902,fps: 15.151518654451927,fps: 14.950166160324219,fps: 16.274865161999614,fps: 15.254239507257424
jruby,jruby-9.0.1.0,fps: 11.50729902252251,fps: 11.615642583777682,fps: 11.530366956431724,fps: 11.649096381271802,fps: 11.755265911437231
jruby,jruby-9.2.4.1,fps: 34.590125297985054,fps: 35.16130568421859,fps: 29.038769776819567,fps: 35.92782098503576,fps: 36.204424228190426
jruby,jruby-9.1.0.0-dev,fps: 29.68251551137486,fps: 29.391821303604456,fps: 30.11217084757056,fps: 29.92959381213421,fps: 29.213139133002343
jruby,jruby-9.1.9.0,fps: 28.79333974879601,fps: 30.457745407729888,fps: 28.821836357183297,fps: 28.963321826493715,fps: 30.392162333547095
jruby,jruby-1.7.10,fps: 15.929201926590714,fps: 16.100178451396733,fps: 16.245490273036662,fps: 15.734264999737407,fps: 16.483516368352337
jruby,jruby-1.7.7,fps: 28.813821143279604,fps: 29.987438549186518,fps: 27.986335929258857,fps: 31.00913973817575,fps: 30.153134810108586
jruby,jruby-9.1.8.0,fps: 29.071921812298882,fps: 30.18231688986783,fps: 29.22411181394377,fps: 28.95091169463109,fps: 29.500704609718582
jruby,jruby-9.1.3.0,fps: 29.677519129500595,fps: 31.394520213094026,fps: 30.133071763858066,fps: 29.568561858595842,fps: 30.346557994800623
jruby,jruby-9.1.7.0,fps: 16.393441882542593,fps: 15.679445738993907,fps: 16.697587062585978,fps: 16.885553712620172,fps: 16.36363778232555
jruby,jruby-1.7.14,fps: 11.921290317885333,fps: 12.038919063597653,fps: 12.02653019185872,fps: 12.0407664713342,fps: 12.210561129716085
jruby,jruby-9.0.0.0,fps: 30.957547363399936,fps: 29.129829169941555,fps: 29.451224532992995,fps: 30.793447891461252,fps: 28.818846797031235
jruby,jruby-9.1.10.0,fps: 17.374513152141393,fps: 16.483516368352337,fps: 16.63585558976854,fps: 17.175574832276602,fps: 15.985791437511672
jruby,jruby-1.7.5,fps: 11.567146889286416,fps: 11.68206468273287,fps: 11.412388271292361,fps: 11.823994139918424,fps: 11.720304160663797
